ProbID	Question	QuestionType	Answer	Method
16	How comfortable did you feel?	Likert	4	Indirect Touch (Remote)
16	I found it easy to understand how to use the input method.	Likert	5	Indirect Touch (Remote)
16	I could reach the targets precisely with the input method.	Likert	5	Indirect Touch (Remote)
16	I could focus on cycling while using the input method.	Likert	4	Indirect Touch (Remote)
16	The input felt physically effortless.	Likert	5	Indirect Touch (Remote)
16	The remote control did not interfere with my grip or steering.	Likert	3	Indirect Touch (Remote)
16	I enjoyed using this remote control.	Likert	4	Indirect Touch (Remote)
16	How safe did you feel while operating the device?	Likert	3	Analog Stick (Remote)
16	How comfortable did you feel?	Likert	3	Analog Stick (Remote)
16	I found it easy to understand how to use the input method.	Likert	5	Analog Stick (Remote)
16	I could reach the targets precisely with the input method.	Likert	2	Analog Stick (Remote)
16	I could focus on cycling while using the input method.	Likert	2	Analog Stick (Remote)
16	The input felt physically effortless.	Likert	5	Analog Stick (Remote)
16	The remote control did not interfere with my grip or steering.	Likert	2	Analog Stick (Remote)
16	I enjoyed using this remote control.	Likert	1	Analog Stick (Remote)
16	Which input method did you find the best overall?	Overall	Direct Touch (Tablet)	Overall
16	Which input method did you find the easiest to use?	Overall	Direct Touch (Tablet)	Overall
16	Which input method did you feel the safest using?	Overall	Direct Touch (Tablet)	Overall
16	Which input method allowed you to select the targets most accurately?	Overall	Direct Touch (Tablet)	Overall
16	Which input method allowed you to access the targets the quickest?	Overall	Direct Touch (Tablet)	Overall
16	Which input method would you prefer to use if you had to use it regularly on a bike?	Overall	Direct Touch (Tablet)	Overall
16	Do you have any suggestions for improving the input methods?	Overall		Overall
18	How old are you?	General	65	General
18	What is your gender?	General	Male	General
18	How often do you ride a bicycle?	General	At least once a month	General
18	Which types of bicycles have you ridden so far?	General	Mountain bike	General
18	How often do you use a smartphone while riding a bicycle?	General	1	General
18	If you used a smartphone while riding a bicycle, what did you do with it?	General		General
18	In what environment did you use your smartphone while riding your bicycle?	General		General
18	How did you use a smartphone while riding your bicycle?	General		General
18	How safe did you feel while operating the device?	Likert	3	Analog Stick (Remote)
18	How comfortable did you feel?	Likert	2	Analog Stick (Remote)
18	I found it easy to understand how to use the input method.	Likert	4	Analog Stick (Remote)
18	I could reach the targets precisely with the input method.	Likert	3	Analog Stick (Remote)
18	I could focus on cycling while using the input method.	Likert	2	Analog Stick (Remote)
18	The input felt physically effortless.	Likert	4	Analog Stick (Remote)
18	The remote control did not interfere with my grip or steering.	Likert	3	Analog Stick (Remote)
18	I enjoyed using this remote control.	Likert	3	Analog Stick (Remote)
18	How safe did you feel while operating the device?	Likert	3	Indirect Touch (Remote)
18	How comfortable did you feel?	Likert	2	Indirect Touch (Remote)
18	I found it easy to understand how to use the input method.	Likert	4	Indirect Touch (Remote)
18	I could reach the targets precisely with the input method.	Likert	1	Indirect Touch (Remote)
18	I could focus on cycling while using the input method.	Likert	2	Indirect Touch (Remote)
18	The input felt physically effortless.	Likert	3	Indirect Touch (Remote)
18	The remote control did not interfere with my grip or steering.	Likert	2	Indirect Touch (Remote)
18	I enjoyed using this remote control.	Likert	2	Indirect Touch (Remote)
18	How safe did you feel while operating the device?	Likert	5	Buttons (Remote)
18	How comfortable did you feel?	Likert	4	Buttons (Remote)
18	I found it easy to understand how to use the input method.	Likert	5	Buttons (Remote)
18	I could reach the targets precisely with the input method.	Likert	4	Buttons (Remote)
18	I could focus on cycling while using the input method.	Likert	4	Buttons (Remote)
18	The input felt physically effortless.	Likert	4	Buttons (Remote)
18	The remote control did not interfere with my grip or steering.	Likert	4	Buttons (Remote)
18	I enjoyed using this remote control.	Likert	5	Buttons (Remote)
18	How safe did you feel while operating the device?	Likert	4	Direct Touch (Tablet)
18	How comfortable did you feel?	Likert	3	Direct Touch (Tablet)
18	I could focus on cycling while using the input method.	Likert	3	Direct Touch (Tablet)
18	The input felt physically effortless.	Likert	3	Direct Touch (Tablet)
18	I found it easy to understand how to use the input method.	Likert	4	Direct Touch (Tablet)
18	Did you feel that using touch input required you to look away from the road/environment too much?	Likert	4	Direct Touch (Tablet)
18	I could reach the targets precisely with the input method.	Likert	3	Direct Touch (Tablet)
18	Which input method did you find the best overall?	Overall	Buttons (Remote)	Overall
18	Which input method did you find the easiest to use?	Overall	Buttons (Remote)	Overall
18	Which input method did you feel the safest using?	Overall	Buttons (Remote)	Overall
18	Which input method allowed you to select the targets most accurately?	Overall	Buttons (Remote)	Overall
18	Which input method allowed you to access the targets the quickest?	Overall	Buttons (Remote)	Overall
18	Which input method would you prefer to use if you had to use it regularly on a bike?	Overall	Buttons (Remote)	Overall
18	Do you have any suggestions for improving the input methods?	Overall		Overall
19	How old are you?	General	31	General
19	What is your gender?	General	Female	General
19	How often do you ride a bicycle?	General	At least once a month	General
19	Which types of bicycles have you ridden so far?	General	Mountain bike	General
19	How often do you use a smartphone while riding a bicycle?	General	1	General
19	If you used a smartphone while riding a bicycle, what did you do with it?	General		General
19	In what environment did you use your smartphone while riding your bicycle?	General		General
19	How did you use a smartphone while riding your bicycle?	General		General
19	How safe did you feel while operating the device?	Likert	4	Indirect Touch (Remote)
19	How comfortable did you feel?	Likert	4	Indirect Touch (Remote)
19	I found it easy to understand how to use the input method.	Likert	5	Indirect Touch (Remote)
19	I could reach the targets precisely with the input method.	Likert	2	Indirect Touch (Remote)
19	I could focus on cycling while using the input method.	Likert	2	Indirect Touch (Remote)
19	The input felt physically effortless.	Likert	2	Indirect Touch (Remote)
19	The remote control did not interfere with my grip or steering.	Likert	2	Indirect Touch (Remote)
19	I enjoyed using this remote control.	Likert	2	Indirect Touch (Remote)
19	How safe did you feel while operating the device?	Likert	5	Direct Touch (Tablet)
19	How comfortable did you feel?	Likert	4	Direct Touch (Tablet)
19	I could focus on cycling while using the input method.	Likert	4	Direct Touch (Tablet)
19	The input felt physically effortless.	Likert	4	Direct Touch (Tablet)
19	I found it easy to understand how to use the input method.	Likert	5	Direct Touch (Tablet)
19	Did you feel that using touch input required you to look away from the road/environment too much?	Likert	1	Direct Touch (Tablet)
19	I could reach the targets precisely with the input method.	Likert	4	Direct Touch (Tablet)
19	How safe did you feel while operating the device?	Likert	4	Analog Stick (Remote)
19	How comfortable did you feel?	Likert	4	Analog Stick (Remote)
19	I found it easy to understand how to use the input method.	Likert	5	Analog Stick (Remote)
19	I could reach the targets precisely with the input method.	Likert	4	Analog Stick (Remote)
19	I could focus on cycling while using the input method.	Likert	3	Analog Stick (Remote)
19	The input felt physically effortless.	Likert	4	Analog Stick (Remote)
19	The remote control did not interfere with my grip or steering.	Likert	4	Analog Stick (Remote)
19	I enjoyed using this remote control.	Likert	3	Analog Stick (Remote)
19	How safe did you feel while operating the device?	Likert	4	Buttons (Remote)
19	How comfortable did you feel?	Likert	4	Buttons (Remote)
19	I found it easy to understand how to use the input method.	Likert	5	Buttons (Remote)
19	I could reach the targets precisely with the input method.	Likert	5	Buttons (Remote)
19	I could focus on cycling while using the input method.	Likert	4	Buttons (Remote)
19	The input felt physically effortless.	Likert	5	Buttons (Remote)
19	The remote control did not interfere with my grip or steering.	Likert	4	Buttons (Remote)
19	I enjoyed using this remote control.	Likert	5	Buttons (Remote)
19	Which input method did you find the best overall?	Overall	Buttons (Remote)	Overall
19	Which input method did you find the easiest to use?	Overall	Direct Touch (Tablet)	Overall
19	Which input method did you feel the safest using?	Overall	Buttons (Remote)	Overall
19	Which input method allowed you to select the targets most accurately?	Overall	Direct Touch (Tablet)	Overall
19	Which input method allowed you to access the targets the quickest?	Overall	Direct Touch (Tablet)	Overall
19	Which input method would you prefer to use if you had to use it regularly on a bike?	Overall	Buttons (Remote)	Overall
19	Do you have any suggestions for improving the input methods?	Overall		Overall
20	How old are you?	General	42	General
20	What is your gender?	General	Male	General
20	How often do you ride a bicycle?	General	(Almost) Every day	General
20	Which types of bicycles have you ridden so far?	General	Mountain bike;Road/Cyclocross/Gravel bike	General
20	How often do you use a smartphone while riding a bicycle?	General	2	General
20	If you used a smartphone while riding a bicycle, what did you do with it?	General	Looked up information on the Internet or for driving directions;Use a smartphone to send text messages;Use a smartphone to read text messages;Use a smartphone to respond a call;Use a smartphone to make a call	General
20	In what environment did you use your smartphone while riding your bicycle?	General	Main road;Side road;Cycle lane / Cycle path;Country lane;Dirt road;Red traffic light	General
20	How did you use a smartphone while riding your bicycle?	General	One-handed	General
20	How safe did you feel while operating the device?	Likert	2	Direct Touch (Tablet)
20	How comfortable did you feel?	Likert	3	Direct Touch (Tablet)
20	I could focus on cycling while using the input method.	Likert	3	Direct Touch (Tablet)
20	The input felt physically effortless.	Likert	5	Direct Touch (Tablet)
20	I found it easy to understand how to use the input method.	Likert	3	Direct Touch (Tablet)
20	Did you feel that using touch input required you to look away from the road/environment too much?	Likert	3	Direct Touch (Tablet)
20	I could reach the targets precisely with the input method.	Likert	4	Direct Touch (Tablet)
20	How safe did you feel while operating the device?	Likert	5	Buttons (Remote)
20	How comfortable did you feel?	Likert	5	Buttons (Remote)
20	I found it easy to understand how to use the input method.	Likert	5	Buttons (Remote)
20	I could reach the targets precisely with the input method.	Likert	5	Buttons (Remote)
20	I could focus on cycling while using the input method.	Likert	4	Buttons (Remote)
20	The input felt physically effortless.	Likert	5	Buttons (Remote)
20	The remote control did not interfere with my grip or steering.	Likert	5	Buttons (Remote)
20	I enjoyed using this remote control.	Likert	5	Buttons (Remote)
20	How safe did you feel while operating the device?	Likert	3	Indirect Touch (Remote)
20	How comfortable did you feel?	Likert	3	Indirect Touch (Remote)
20	I found it easy to understand how to use the input method.	Likert	2	Indirect Touch (Remote)
20	I could reach the targets precisely with the input method.	Likert	2	Indirect Touch (Remote)
20	I could focus on cycling while using the input method.	Likert	2	Indirect Touch (Remote)
20	The input felt physically effortless.	Likert	3	Indirect Touch (Remote)
20	The remote control did not interfere with my grip or steering.	Likert	1	Indirect Touch (Remote)
20	I enjoyed using this remote control.	Likert	1	Indirect Touch (Remote)
20	How safe did you feel while operating the device?	Likert	4	Analog Stick (Remote)
20	How comfortable did you feel?	Likert	4	Analog Stick (Remote)
20	I found it easy to understand how to use the input method.	Likert	5	Analog Stick (Remote)
20	I could reach the targets precisely with the input method.	Likert	4	Analog Stick (Remote)
20	I could focus on cycling while using the input method.	Likert	4	Analog Stick (Remote)
20	The input felt physically effortless.	Likert	5	Analog Stick (Remote)
20	The remote control did not interfere with my grip or steering.	Likert	4	Analog Stick (Remote)
20	I enjoyed using this remote control.	Likert	4	Analog Stick (Remote)
20	Which input method did you find the best overall?	Overall	Buttons (Remote)	Overall
20	Which input method did you find the easiest to use?	Overall	Buttons (Remote)	Overall
20	Which input method did you feel the safest using?	Overall	Buttons (Remote)	Overall
20	Which input method allowed you to select the targets most accurately?	Overall	Buttons (Remote)	Overall
20	Which input method allowed you to access the targets the quickest?	Overall	Buttons (Remote)	Overall
20	Which input method would you prefer to use if you had to use it regularly on a bike?	Overall	Buttons (Remote)	Overall
20	Do you have any suggestions for improving the input methods?	Overall	Nothing, really. maybe the select button in the other handle so you have to use the other thumb to select, you don't have to be ambidextrous for that. I think that might be even easier as it is already.	Overall
21	How old are you?	General	36	General
21	What is your gender?	General	Male	General
21	How often do you ride a bicycle?	General	At least once a week	General
21	Which types of bicycles have you ridden so far?	General	City/Trekking bike;Mountain bike;Road/Cyclocross/Gravel bike	General
21	How often do you use a smartphone while riding a bicycle?	General	4	General
21	If you used a smartphone while riding a bicycle, what did you do with it?	General	Looked up information on the Internet or for driving directions;Use a smartphone to send text messages;Use a smartphone to read text messages;Use a smartphone to respond a call;Use a smartphone to make a call;Use a smartphone for music control	General
21	In what environment did you use your smartphone while riding your bicycle?	General	Main road;Side road;Country lane	General
21	How did you use a smartphone while riding your bicycle?	General	One-handed	General
21	How safe did you feel while operating the device?	Likert	5	Buttons (Remote)
21	How comfortable did you feel?	Likert	2	Buttons (Remote)
21	I found it easy to understand how to use the input method.	Likert	5	Buttons (Remote)
21	I could reach the targets precisely with the input method.	Likert	5	Buttons (Remote)
21	I could focus on cycling while using the input method.	Likert	5	Buttons (Remote)
21	The input felt physically effortless.	Likert	5	Buttons (Remote)
21	The remote control did not interfere with my grip or steering.	Likert	5	Buttons (Remote)
21	I enjoyed using this remote control.	Likert	4	Buttons (Remote)
21	How safe did you feel while operating the device?	Likert	4	Analog Stick (Remote)
21	How comfortable did you feel?	Likert	4	Analog Stick (Remote)
21	I found it easy to understand how to use the input method.	Likert	5	Analog Stick (Remote)
21	I could reach the targets precisely with the input method.	Likert	5	Analog Stick (Remote)
21	I could focus on cycling while using the input method.	Likert	5	Analog Stick (Remote)
21	The input felt physically effortless.	Likert	5	Analog Stick (Remote)
21	The remote control did not interfere with my grip or steering.	Likert	5	Analog Stick (Remote)
21	I enjoyed using this remote control.	Likert	4	Analog Stick (Remote)
21	How safe did you feel while operating the device?	Likert	5	Direct Touch (Tablet)
21	How comfortable did you feel?	Likert	5	Direct Touch (Tablet)
21	I could focus on cycling while using the input method.	Likert	5	Direct Touch (Tablet)
21	The input felt physically effortless.	Likert	5	Direct Touch (Tablet)
21	I found it easy to understand how to use the input method.	Likert	5	Direct Touch (Tablet)
21	Did you feel that using touch input required you to look away from the road/environment too much?	Likert	1	Direct Touch (Tablet)
21	I could reach the targets precisely with the input method.	Likert	5	Direct Touch (Tablet)
21	How safe did you feel while operating the device?	Likert	3	Indirect Touch (Remote)
21	How comfortable did you feel?	Likert	2	Indirect Touch (Remote)
21	I found it easy to understand how to use the input method.	Likert	4	Indirect Touch (Remote)
21	I could reach the targets precisely with the input method.	Likert	1	Indirect Touch (Remote)
21	I could focus on cycling while using the input method.	Likert	2	Indirect Touch (Remote)
21	The input felt physically effortless.	Likert	1	Indirect Touch (Remote)
21	The remote control did not interfere with my grip or steering.	Likert	3	Indirect Touch (Remote)
21	I enjoyed using this remote control.	Likert	1	Indirect Touch (Remote)
21	Which input method did you find the best overall?	Overall	Direct Touch (Tablet)	Overall
21	Which input method did you find the easiest to use?	Overall	Direct Touch (Tablet)	Overall
21	Which input method did you feel the safest using?	Overall	Direct Touch (Tablet)	Overall
21	Which input method allowed you to select the targets most accurately?	Overall	Buttons (Remote)	Overall
21	Which input method allowed you to access the targets the quickest?	Overall	Direct Touch (Tablet)	Overall
21	Which input method would you prefer to use if you had to use it regularly on a bike?	Overall	Direct Touch (Tablet)	Overall
21	Do you have any suggestions for improving the input methods?	Overall	No. 	Overall
22	How old are you?	General	28	General
22	What is your gender?	General	Male	General
22	How often do you ride a bicycle?	General	At least once a year	General
22	Which types of bicycles have you ridden so far?	General	Mountain bike;Road/Cyclocross/Gravel bike	General
22	How often do you use a smartphone while riding a bicycle?	General	1	General
22	If you used a smartphone while riding a bicycle, what did you do with it?	General	Use a smartphone to respond a call;Use a smartphone to make a call;Use a smartphone for music control	General
22	In what environment did you use your smartphone while riding your bicycle?	General	Main road;Side road;Cycle lane / Cycle path;Country lane	General
22	How did you use a smartphone while riding your bicycle?	General	One-handed;Headphone remote control	General
22	How safe did you feel while operating the device?	Likert	5	Analog Stick (Remote)
22	How comfortable did you feel?	Likert	3	Analog Stick (Remote)
22	I found it easy to understand how to use the input method.	Likert	5	Analog Stick (Remote)
22	I could reach the targets precisely with the input method.	Likert	4	Analog Stick (Remote)
22	I could focus on cycling while using the input method.	Likert	3	Analog Stick (Remote)
22	The input felt physically effortless.	Likert	5	Analog Stick (Remote)
22	The remote control did not interfere with my grip or steering.	Likert	4	Analog Stick (Remote)
22	I enjoyed using this remote control.	Likert	3	Analog Stick (Remote)
22	How safe did you feel while operating the device?	Likert	4	Indirect Touch (Remote)
22	How comfortable did you feel?	Likert	4	Indirect Touch (Remote)
22	I found it easy to understand how to use the input method.	Likert	5	Indirect Touch (Remote)
22	I could reach the targets precisely with the input method.	Likert	4	Indirect Touch (Remote)
22	I could focus on cycling while using the input method.	Likert	3	Indirect Touch (Remote)
22	The input felt physically effortless.	Likert	4	Indirect Touch (Remote)
22	The remote control did not interfere with my grip or steering.	Likert	3	Indirect Touch (Remote)
22	I enjoyed using this remote control.	Likert	2	Indirect Touch (Remote)
22	How safe did you feel while operating the device?	Likert	5	Buttons (Remote)
22	How comfortable did you feel?	Likert	5	Buttons (Remote)
22	I found it easy to understand how to use the input method.	Likert	5	Buttons (Remote)
22	I could reach the targets precisely with the input method.	Likert	5	Buttons (Remote)
22	I could focus on cycling while using the input method.	Likert	5	Buttons (Remote)
22	The input felt physically effortless.	Likert	5	Buttons (Remote)
22	The remote control did not interfere with my grip or steering.	Likert	5	Buttons (Remote)
22	I enjoyed using this remote control.	Likert	5	Buttons (Remote)
22	How safe did you feel while operating the device?	Likert	5	Direct Touch (Tablet)
22	How comfortable did you feel?	Likert	5	Direct Touch (Tablet)
22	I could focus on cycling while using the input method.	Likert	1	Direct Touch (Tablet)
22	The input felt physically effortless.	Likert	5	Direct Touch (Tablet)
22	I found it easy to understand how to use the input method.	Likert	5	Direct Touch (Tablet)
22	Did you feel that using touch input required you to look away from the road/environment too much?	Likert	3	Direct Touch (Tablet)
22	I could reach the targets precisely with the input method.	Likert	5	Direct Touch (Tablet)
22	Which input method did you find the best overall?	Overall	Buttons (Remote)	Overall
22	Which input method did you find the easiest to use?	Overall	Buttons (Remote)	Overall
22	Which input method did you feel the safest using?	Overall	Buttons (Remote)	Overall
22	Which input method allowed you to select the targets most accurately?	Overall	Buttons (Remote)	Overall
22	Which input method allowed you to access the targets the quickest?	Overall	Buttons (Remote)	Overall
22	Which input method would you prefer to use if you had to use it regularly on a bike?	Overall	Buttons (Remote)	Overall
22	Do you have any suggestions for improving the input methods?	Overall	Make it more responsive and maybe haptic feedback in the buttons	Overall
23	How old are you?	General	19	General
23	What is your gender?	General	Male	General
23	How often do you ride a bicycle?	General	At least once a week	General
23	Which types of bicycles have you ridden so far?	General	City/Trekking bike;Mountain bike;Road/Cyclocross/Gravel bike	General
23	How often do you use a smartphone while riding a bicycle?	General	1	General
23	If you used a smartphone while riding a bicycle, what did you do with it?	General	Use a smartphone to respond a call	General
23	In what environment did you use your smartphone while riding your bicycle?	General	Side road;Cycle lane / Cycle path;Red traffic light	General
23	How did you use a smartphone while riding your bicycle?	General	One-handed	General
23	How safe did you feel while operating the device?	Likert	2	Indirect Touch (Remote)
23	How comfortable did you feel?	Likert	3	Indirect Touch (Remote)
23	I found it easy to understand how to use the input method.	Likert	5	Indirect Touch (Remote)
23	I could reach the targets precisely with the input method.	Likert	1	Indirect Touch (Remote)
23	I could focus on cycling while using the input method.	Likert	2	Indirect Touch (Remote)
23	The input felt physically effortless.	Likert	1	Indirect Touch (Remote)
23	The remote control did not interfere with my grip or steering.	Likert	2	Indirect Touch (Remote)
23	I enjoyed using this remote control.	Likert	1	Indirect Touch (Remote)
23	How safe did you feel while operating the device?	Likert	2	Direct Touch (Tablet)
23	How comfortable did you feel?	Likert	4	Direct Touch (Tablet)
23	I could focus on cycling while using the input method.	Likert	3	Direct Touch (Tablet)
23	The input felt physically effortless.	Likert	3	Direct Touch (Tablet)
23	I found it easy to understand how to use the input method.	Likert	3	Direct Touch (Tablet)
23	Did you feel that using touch input required you to look away from the road/environment too much?	Likert	5	Direct Touch (Tablet)
23	I could reach the targets precisely with the input method.	Likert	4	Direct Touch (Tablet)
23	How safe did you feel while operating the device?	Likert	5	Analog Stick (Remote)
23	How comfortable did you feel?	Likert	4	Analog Stick (Remote)
23	I found it easy to understand how to use the input method.	Likert	5	Analog Stick (Remote)
23	I could reach the targets precisely with the input method.	Likert	4	Analog Stick (Remote)
23	I could focus on cycling while using the input method.	Likert	3	Analog Stick (Remote)
23	The input felt physically effortless.	Likert	4	Analog Stick (Remote)
23	The remote control did not interfere with my grip or steering.	Likert	5	Analog Stick (Remote)
23	I enjoyed using this remote control.	Likert	4	Analog Stick (Remote)
23	How safe did you feel while operating the device?	Likert	5	Buttons (Remote)
23	How comfortable did you feel?	Likert	5	Buttons (Remote)
23	I found it easy to understand how to use the input method.	Likert	5	Buttons (Remote)
23	I could reach the targets precisely with the input method.	Likert	5	Buttons (Remote)
23	I could focus on cycling while using the input method.	Likert	4	Buttons (Remote)
23	The input felt physically effortless.	Likert	4	Buttons (Remote)
23	The remote control did not interfere with my grip or steering.	Likert	5	Buttons (Remote)
23	I enjoyed using this remote control.	Likert	5	Buttons (Remote)
23	Which input method did you find the best overall?	Overall	Buttons (Remote)	Overall
23	Which input method did you find the easiest to use?	Overall	Direct Touch (Tablet)	Overall
23	Which input method did you feel the safest using?	Overall	Buttons (Remote)	Overall
23	Which input method allowed you to select the targets most accurately?	Overall	Direct Touch (Tablet)	Overall
23	Which input method allowed you to access the targets the quickest?	Overall	Analog Stick (Remote)	Overall
23	Which input method would you prefer to use if you had to use it regularly on a bike?	Overall	Buttons (Remote)	Overall
23	Do you have any suggestions for improving the input methods?	Overall		Overall
